  STN,YYYYMMDD,DDVEC,   FG,  FHX,   FX,   TG,   TN,   TX,   SQ,   SP,   DR,   RH,   PG,  VVN,   NG

  235,20020914,  353,   44,   70,  120,  170,  156,  190,   19,   15,    2,    1,10234,   32,    7
  235,20020915,   14,   25,   40,   80,  165,  124,  198,  102,   80,    0,   -1,10231,   75,    2
  235,20020916,  334,   33,   60,   90,  154,  119,  182,   19,   15,    0,   -1,10200,   65,    6
  235,20020917,  333,   30,   50,   80,  159,  139,  181,   15,   12,    2,    1,10181,   68,    7
  235,20020918,  356,   21,   30,   70,  152,  130,  169,    0,    0,    0,   -1,10173,   65,    7
  235,20020919,   41,   23,   50,   70,  153,  131,  171,    0,    0,    0,    0,10175,   65,    7
  235,20020920,  331,   30,   50,   90,  150,  124,  175,   31,   25,    2,    5,10199,   60,    6
  235,20020921,  318,   32,   50,  110,  144,  127,  167,   13,   11,   19,   25,10169,   50,    7
  235,20020922,   10,   66,  110,  190,  141,  121,  160,   68,   55,   26,   25,10120,   57,    5
  235,20020923,   53,   86,  110,  170,  134,  118,  151,   98,   80,    7,    5,10205,   60,    3
  235,20020924,   53,   39,   80,  110,  129,  104,  151,  104,   86,   12,    7,10242,   56,    3
  235,20020925,  323,   45,   60,  100,  147,  124,  169,   43,   36,    8,   41,10174,   62,    6
  235,20020926,  320,   38,   50,  100,  137,  110,  170,   46,   38,   57,   75,10155,   57,    6
  235,20020927,   45,   17,   40,   60,  132,  100,  163,   40,   34,    9,   17,10238,   62,    5
  235,20020928,   28,   17,   40,   70,  143,  105,  177,   60,   51,    0,   -1,10284,   60,    5
  235,20020929,  184,   30,   50,   70,  143,  111,  182,   47,   40,    0,    0,10285,   65,    5
  235,20020930,  162,   31,   50,   80,  137,   94,  184,  106,   90,    0,    0,10252,   58,    3
  235,20021001,  165,   20,   30,   50,  141,   85,  194,   64,   55,    0,    0,10226,   40,    7
  235,20021002,  146,   28,   50,   60,  149,  103,  202,   52,   45,    0,    0,10204,   20,    6
  235,20021003,  287,   43,   60,  100,  151,  102,  173,   27,   23,   13,    7,10208,    9,    5
  235,20021004,  298,   49,   70,  110,  143,  121,  168,   78,   68,    0,    0,10253,   68,    3
  235,20021005,  291,   72,   90,  150,  146,  125,  160,    0,    0,   87,  164,10182,   20,    7
  235,20021006,   20,   60,  100,  170,  116,   59,  144,   76,   67,   20,   23,10176,   35,    3
  235,20021007,   68,   38,   60,  100,  108,   55,  146,   37,   33,   24,   61,10179,   58,    5
  235,20021008,  106,   52,   70,  110,   79,   50,  101,   98,   88,    0,    0,10169,   70,    2
  235,20021009,   96,   80,  100,  150,   97,   68,  132,   88,   79,    0,    0,10128,   60,    3
  235,20021010,   84,   95,  110,  150,   86,   66,  115,  102,   92,    0,    0,10142,   64,    3
  235,20021011,   90,   82,  100,  150,   73,   47,  104,   96,   88,    0,    0,10173,   68,    2
  235,20021012,  104,   60,   80,  130,   57,   35,   71,    7,    6,    0,   -1,10138,   59,    7
  235,20021013,  108,   58,   70,  120,   65,   59,   74,    0,    0,    0,   -1,10117,   35,    8
  235,20021014,   80,   57,   80,  120,   67,   57,   80,    0,    0,   67,   63,10058,   25,    8
  235,20021015,  105,   43,   70,  120,   78,   57,   95,   14,   13,   22,   34,10071,   22,    7
  235,20021016,  220,   86,  120,  190,  122,   88,  135,    0,    0,   50,   21, 9945,   45,    8
  235,20021017,  306,   59,   80,  140,   97,   65,  117,   46,   44,   28,   45, 9991,   57,    7
  235,20021018,  278,   36,   70,  140,   81,   42,  111,    7,    7,   61,  124,10045,   20,    6
  235,20021019,  302,   47,   70,  160,   78,   43,  108,   48,   46,   19,   20,10149,   57,    4
  235,20021020,  161,   33,   70,  110,   76,   39,  106,   46,   44,   55,   42,10158,   57,    6
  235,20021021,  148,   57,   80,  120,   93,   63,  138,    0,    0,   60,   52, 9978,   14,    7
  235,20021022,  181,   63,   80,  120,  131,  107,  146,    9,    9,   35,   38, 9868,   35,    7
  235,20021023,  266,  108,  140,  210,  101,   75,  139,   38,   37,   44,   43, 9937,   56,    6
  235,20021024,  242,   61,  120,  170,   85,   59,  111,   76,   75,   14,   18,10061,   56,    4
  235,20021025,  208,   96,  130,  190,  119,   86,  134,    2,    2,   33,   24, 9930,   45,    7
  235,20021026,  263,  116,  170,  250,  110,   93,  124,    2,    2,   36,   60,10050,   30,    6
  235,20021027,  251,  157,  240,  340,  113,   87,  150,    6,    6,   82,   50, 9981,   25,    7
  235,20021028,  280,   92,  130,  200,  100,   79,  119,   46,   47,    4,   12,10237,   60,    4
  235,20021029,  148,   38,   50,   90,   88,   75,  102,    0,    0,    8,    2,10181,   58,    7
  235,20021030,   89,   20,   30,   50,   76,   24,  108,   63,   65,    0,    0,10157,    3,    6
  235,20021031,   97,   16,   30,   40,   75,   31,  120,   65,   67,    0,    0,10199,   50,    3
  235,20021101,  186,   45,   70,  110,   92,   28,  130,    0,    0,   52,   64,10139,    1,    7
  235,20021102,  171,   56,   90,  140,  119,   87,  147,   55,   58,   19,   14,10097,    2,    7
  235,20021103,  186,   56,  110,  160,  107,   83,  135,   42,   44,   61,   94,10038,   30,    5
  235,20021104,   98,   22,   50,   70,   82,   47,  129,   32,   34,    0,   -1,10147,   25,    5
  235,20021105,  135,   35,   50,   80,   64,   44,   89,   46,   49,    0,    0,10243,   45,    4
  235,20021106,  180,   67,  120,  190,   91,   64,  128,   19,   21,   90,  160,10141,   40,    7
  235,20021107,  315,   59,   80,  140,   92,   76,  107,   26,   28,   33,   28,10107,   50,    5
  235,20021108,  240,   77,  110,  170,   88,   60,  115,    5,    5,   92,  132,10036,   50,    7
  235,20021109,  337,   50,   80,  130,   80,   27,  109,   57,   63,    3,    7,10027,   75,    3
  235,20021110,  159,   45,   80,  120,   62,   17,   97,    3,    3,   42,   32,10046,   17,    6
  235,20021111,  256,   52,   70,  100,  105,   85,  122,   37,   41,   16,   25,10019,   58,    5
  235,20021112,  199,   82,  110,  180,  101,   82,  115,    0,    0,   14,   31,10023,   56,    6
  235,20021113,  195,   65,  100,  150,   97,   79,  113,    0,    0,   70,   47, 9923,   25,    7
  235,20021114,  166,   68,  100,  150,   96,   72,  126,   29,   33,   13,    8, 9863,   62,    5
  235,20021115,  147,   29,   50,   80,   66,   28,   98,   37,   42,    0,    0, 9940,    2,    3
  235,20021116,   34,   25,   40,   70,   71,   32,   98,    0,    0,    0,    0, 9999,    1,    7
  235,20021117,  250,   26,   40,   50,   96,   75,  123,   48,   56,   11,    5,10074,   22,    6
  235,20021118,  211,   33,   50,   80,   78,   35,  119,   54,   63,    0,    0,10130,    2,    4
  235,20021119,  113,   32,   50,   80,   61,   20,   76,    4,    5,    0,    0,10145,    2,    6
  235,20021120,  110,   59,   70,  110,   46,   31,   60,   30,   35,    0,    0,10097,   30,    5
  235,20021121,  121,   61,   80,  130,   75,   49,  110,    7,    8,   23,   14, 9958,   30,    7
  235,20021122,  160,   41,   60,   90,   78,   57,   96,    2,    2,    0,    0, 9983,   48,    4
  235,20021123,  142,   37,   50,   80,   65,   38,   94,   56,   67,   10,   20,10047,   38,    3
  235,20021124,  167,   37,   70,   90,   76,   49,  100,   42,   51,   20,   20,10074,   20,    4
  235,20021125,   57,   46,   70,  110,   61,   52,   72,    0,    0,   72,   40,10050,   22,    6
  235,20021126,  251,   31,   40,   60,   81,   41,  110,   28,   34,   10,    4,10125,    4,    5
  235,20021127,  146,   51,   60,  100,   56,   33,   75,   18,   22,    0,    0,10140,    1,    5
  235,20021128,  173,   40,   60,  100,   76,   63,   86,    0,    0,   70,   26,10089,   20,    8
  235,20021129,  179,   31,   50,   80,   85,   61,  104,   15,   19,   27,   15,10128,   25,    7
  235,20021130,  194,   20,   40,   60,   75,   47,  102,    0,    0,    6,    2,10192,    6,    7
  235,20021201,  168,   71,  110,  180,   76,   61,   98,    2,    3,   49,   56,10053,   13,    7
  235,20021202,  176,   58,   90,  120,   77,   61,   89,    2,    3,   33,   25, 9979,   50,    7
  235,20021203,  137,   31,   40,   60,   71,   59,   80,    0,    0,    0,    0,10117,   17,    8
  235,20021204,  151,   44,   60,   90,   47,   33,   59,    0,    0,    0,    0,10141,    3,    7
  235,20021205,   67,   52,   90,  140,   57,   44,   70,    3,    4,    0,    0,10240,   11,    8
  235,20021206,   66,   97,  130,  190,   38,   20,   54,   15,   19,    0,   -1,10314,   59,    8
  235,20021207,   80,   88,  100,  140,    9,  -22,   33,    0,    0,    0,   -1,10288,   58,    8
  235,20021208,   94,   92,  120,  180,  -18,  -41,    7,   22,   28,    0,    0,10302,   58,    4
  235,20021209,   77,   95,  110,  150,  -31,  -56,  -10,   65,   84,    0,    0,10317,   57,    1
  235,20021210,   82,   93,  110,  150,  -49,  -66,  -30,   62,   80,    0,    0,10283,   57,    1
  235,20021211,   89,   84,   90,  130,  -44,  -60,  -18,   62,   81,    0,    0,10269,   50,    1
  235,20021212,  102,   55,   60,  100,  -37,  -58,  -18,   36,   47,    0,    0,10229,   50,    5
  235,20021213,   94,   40,   50,   70,  -28,  -33,  -21,    0,    0,    0,    0,10250,   14,    8
  235,20021214,   91,   53,   80,  110,  -17,  -29,   -9,    0,    0,    0,   -1,10214,    4,    8
  235,20021215,   96,   78,   90,  130,   -3,  -12,    1,    0,    0,    6,    2,10120,   17,    8
  235,20021216,   41,   44,   80,  110,    6,   -5,   24,    0,    0,   70,   27,10121,    5,    8
  235,20021217,   23,   26,   40,   60,   18,  -19,   31,    0,    0,    0,   -1,10247,   22,    8
  235,20021218,  303,   17,   30,   40,   17,  -38,   54,   18,   24,    0,   -1,10323,    7,    5
  235,20021219,  108,   27,   50,   80,    0,  -16,   39,    2,    3,    0,   -1,10304,    1,    8
  235,20021223,  119,   54,   70,  110,   11,    5,   23,    0,    0,    0,    0,10128,    3,    8
  235,20021224,  158,   51,   80,  120,   71,   21,  102,    5,    7,   55,   46,10086,    7,    7
  235,20021225,  170,   35,   50,   80,   80,   60,   97,    3,    4,   41,   29,10117,    1,    8
  235,20021226,  181,   75,  110,  170,   88,   72,  107,    9,   12,   56,   69,10018,   11,    8
  235,20021227,  179,   56,   90,  130,  104,   80,  122,    0,    0,   91,   51, 9930,   17,    8
  235,20021228,  250,   47,   60,   90,   80,   63,   97,    0,    0,   39,   52, 9971,    4,    8
  235,20021229,  221,   48,   70,  100,   69,   52,   78,    0,    0,   94,   75,10006,   17,    8
  235,20021230,   58,   88,  110,  150,   29,   13,   54,    2,    3,   80,   65,10004,   14,    8
  235,20021231,   83,   80,  100,  150,   -2,  -27,   15,   25,   33,    0,    0,10147,   59,    5
  235,20030101,  175,   57,   90,  140,   26,  -20,   91,    0,    0,   85,  108, 9983,    7,    8
  235,20030102,  261,   40,   60,   90,   67,   42,   85,    0,    0,  114,  130, 9846,    3,    8
  235,20030103,   48,   32,   60,  100,   29,   14,   47,    0,    0,    0,   -1, 9972,   47,    8
  235,20030104,   44,   52,   70,  110,   -5,  -59,   17,   28,   36,    0,   -1,10121,   61,    5
  235,20030105,  289,   35,   60,  120,   11,  -53,   50,   38,   49,   43,   37,10123,   44,    5
  235,20030106,   46,   71,   80,  140,   -3,  -26,   20,   20,   26,    6,    4,10177,   59,    6
  235,20030107,  110,   34,   70,  110,  -32,  -46,  -19,   68,   87,    0,    0,10223,   65,    3
  235,20030108,  111,   48,   80,  110,  -35,  -51,  -21,   38,   48,    0,   -1,10200,   49,    5
  235,20030109,   75,   48,   80,  120,  -41,  -55,  -28,   67,   85,    0,    0,10227,   73,    3
  235,20030110,  137,   32,   50,   80,  -42,  -73,  -20,   27,   34,    0,   -1,10262,   38,    3
  235,20030111,  244,   26,   50,   70,  -11,  -85,   35,    3,    4,    0,    0,10351,   50,    6
  235,20030112,  248,   73,  120,  160,   43,   24,   58,   15,   19,    1,    1,10301,   44,    8
  235,20030113,  266,   88,  110,  160,   72,   55,   81,    0,    0,   33,   11,10221,   19,    8
  235,20030114,  236,   92,  110,  160,   76,   72,   82,   21,   26,    0,    0,10239,   57,    8
  235,20030115,  223,  105,  140,  200,   65,   60,   76,   10,   12,    7,    4,10189,   49,    6
  235,20030116,  246,   81,  100,  150,   63,   55,   77,   67,   82,    0,    0,10229,   50,    2
  235,20030117,  208,  100,  120,  170,   41,   21,   64,    5,    6,    0,   -1,10162,   35,    7
  235,20030118,  207,   65,   80,  130,   51,   34,   70,   33,   40,    0,    0,10135,   20,    5
  235,20030119,  186,   87,  100,  140,   47,   23,   71,    0,    0,   38,   23,10010,   42,    7
  235,20030120,  190,   97,  110,  160,   74,   58,   86,    0,    0,  108,   54, 9958,   50,    7
  235,20030121,  175,   70,  110,  160,   74,   56,   96,   51,   61,    4,    2, 9881,   60,    4
  235,20030122,  211,   54,  100,  140,   64,   58,   69,    0,    0,  101,   71, 9906,   38,    8
  235,20030123,  338,   52,   70,  120,   58,   34,   73,    3,    4,    0,   -1,10191,   49,    6
  235,20030124,  216,   48,   90,  130,   41,  -17,   74,   63,   74,    0,    0,10355,   13,    3
  235,20030125,  229,   85,  120,  190,   62,   53,   75,    5,    6,   33,   31,10273,   20,    5
  235,20030126,  256,   61,  100,  140,   67,   51,   87,    0,    0,   42,    8,10246,   17,    6
  235,20030127,  259,   67,  110,  150,   79,   66,   93,   72,   83,    7,    4,10213,   27,    3
  235,20030128,  279,  119,  160,  220,   62,   47,   79,   35,   40,   18,   12,10061,   58,    6
  235,20030129,  339,   65,   90,  150,   44,   13,   61,   47,   53,   73,   80,10000,   50,    7
  235,20030130,  360,   66,  110,  170,   13,    0,   39,    5,    6,   44,   75,10026,   16,    6
  235,20030131,   66,   43,   70,  110,  -13,  -55,    8,   55,   62,    0,   -1,10187,   56,    4
  235,20030201,  183,   74,   90,  130,  -15,  -38,   42,    2,    2,   68,   34,10140,   13,    7
  235,20030202,  237,   85,  120,  170,   48,   28,   64,    7,    8,   13,    6,10002,   50,    6
  235,20030203,  268,  103,  120,  200,   38,   15,   51,   34,   37,   33,   21, 9883,   61,    6
  235,20030204,  295,   84,  110,  200,   35,   12,   59,   24,   26,   32,   46, 9906,   59,    6
  235,20030205,  338,   53,   80,  160,   37,   11,   66,   63,   68,   12,   14,10066,   56,    5
  235,20030206,  185,   44,   70,  110,   16,  -31,   39,   36,   39,    0,   -1,10184,   50,    6
  235,20030207,  216,   59,   80,  120,   51,   35,   69,    1,    1,   23,    7,10186,    3,    8
  235,20030208,  207,   61,   80,  120,   67,   56,   78,    0,    0,    0,    0,10206,   13,    8
  235,20030209,  158,   47,   60,   90,   58,   45,   71,    0,    0,    4,    2,10191,   23,    8
  235,20030210,  147,   33,   50,   80,   23,   -4,   60,   80,   84,    0,    0,10238,   39,    1
  235,20030211,  148,   24,   40,   60,   -3,  -23,    6,    2,    2,    0,    0,10277,    1,    7
  235,20030212,  104,   33,   50,   90,  -18,  -26,   -6,    0,    0,    0,   -1,10309,    1,    8
  235,20030213,   85,   51,   80,  110,  -10,  -23,    9,   83,   85,    0,    0,10306,   29,    1
  235,20030214,   70,   55,   70,  100,   -2,  -29,   28,   85,   87,    0,    0,10327,   41,    1
  235,20030215,   71,   58,   70,  120,    4,   -2,   21,    0,    0,    0,    0,10375,   31,    8
  235,20030216,   81,   65,   80,  110,   -8,  -20,    5,   85,   86,    0,    0,10398,   62,    2
  235,20030217,   74,   53,   70,  100,  -12,  -27,   18,   88,   88,    0,    0,10398,   63,    1
  235,20030218,   90,   62,   80,  110,  -24,  -37,   -7,   41,   41,    0,    0,10315,   22,    2
  235,20030219,   99,   70,   80,  130,   -9,  -36,   30,   88,   87,    0,    0,10218,   35,    1
  235,20030220,  104,   51,   80,  110,   -7,  -29,   23,   89,   87,    0,   -1,10175,   21,    2
  235,20030221,   77,   35,   40,   80,    3,  -26,   30,   91,   89,    0,    0,10235,   20,    1
  235,20030222,   93,   44,   50,   80,    8,  -16,   38,   92,   89,    0,    0,10264,   26,    1
  235,20030223,  153,   35,   50,   80,   36,  -14,   99,   92,   89,    0,    0,10271,   31,    1
  235,20030224,  128,   31,   40,   70,   60,   22,  129,   75,   72,    0,    0,10273,   32,    2
  235,20030225,   93,   42,   50,   80,   33,    3,   73,   93,   88,    0,    0,10220,   27,    0
  235,20030226,   86,   36,   40,   70,   33,   -1,   84,   93,   88,    0,    0,10150,   50,    1
  235,20030227,  110,   34,   50,   70,   62,   21,  131,   63,   59,    0,    0,10155,   42,    6
  235,20030228,  187,   43,   70,  110,   84,   42,  134,   52,   48,    9,    9,10187,   34,    5
  235,20030301,  190,   59,  110,  150,   79,   52,  114,   97,   90,    7,    8,10150,   56,    4
  235,20030302,  267,   40,   50,   80,   62,   28,   80,    1,    1,   21,    8,10101,    5,    8
  235,20030303,  244,   24,   40,   60,   52,   23,   99,   83,   76,    0,    0,10194,   12,    2
  235,20030304,  157,   59,   90,  140,   61,   25,   89,   20,   18,   11,    4,10191,   16,    6
  235,20030305,  187,   54,   80,  120,  105,   83,  124,    0,    0,    0,   -1,10147,   23,    8
  235,20030306,  269,   50,   90,  120,   63,   29,  108,   18,   16,   22,    8,10140,   35,    5
  235,20030307,  184,   64,  100,  150,   55,   14,   89,   15,   13,   11,    6,10168,    1,    5
  235,20030308,  228,  117,  130,  200,   68,   51,   76,   10,    9,  103,   90,10124,   41,    7
  235,20030309,  226,  111,  120,  180,   78,   71,   90,   67,   59,    3,    1,10158,   50,    3
  235,20030310,  221,   98,  110,  160,   77,   66,   91,   19,   17,    0,    0,10188,   50,    3
  235,20030311,  224,   92,  110,  170,   81,   68,   97,    7,    6,    0,   -1,10119,   50,    5
  235,20030312,  343,   65,   80,  140,   64,   42,   82,   35,   30,    0,   -1,10254,   57,    5
  235,20030313,   42,   38,   60,   90,   53,   39,   78,   49,   42,    0,    0,10384,   62,    5
  235,20030314,   59,   56,   90,  120,   54,   31,   84,  105,   90,    0,    0,10381,   64,    0
  235,20030315,   76,   52,   80,  110,   54,   25,   88,  107,   91,    0,    0,10424,   46,    1
  235,20030316,  108,   27,   50,   70,   45,   -7,  100,  105,   89,    0,    0,10427,    1,    1
  235,20030317,   25,   30,   50,   70,   39,  -26,   69,   26,   22,    0,    0,10372,    1,    6
  235,20030318,   29,   28,   40,   70,   57,    3,  108,  110,   92,    0,    0,10352,    0,    2
  235,20030319,  329,   29,   50,   80,   43,   20,   64,    0,    0,    0,    0,10311,    1,    8
  235,20030320,  277,   21,   40,   70,   37,   26,   49,    3,    2,    0,    0,10282,   50,    8
  235,20030321,   95,   50,   70,  120,   58,   37,   93,   59,   48,    0,    0,10278,   56,    4
  235,20030322,  104,   41,   60,   90,   61,    5,  113,  110,   90,    0,    0,10267,   63,    0
  235,20030323,  127,   25,   30,   60,   83,   22,  154,  111,   90,    0,    0,10258,   66,    1
  235,20030324,  223,   53,   90,  120,   87,   35,  145,  103,   83,    0,    0,10237,   42,    1
  235,20030325,  296,   21,   30,   40,   85,   34,  140,   69,   55,    0,    0,10235,    5,    1
  235,20030326,   42,   38,   50,   80,   75,   38,  111,  113,   90,    0,    0,10214,    1,    2
  235,20030327,   34,   33,   50,   70,   79,   29,  121,  102,   81,    0,    0,10184,    7,    1
  235,20030328,   60,   43,   50,   70,   92,   52,  145,   80,   63,    0,    0,10153,    1,    3
  235,20030329,  350,   27,   40,   60,   91,   43,  154,   66,   52,    0,    0,10135,    0,    5
  235,20030330,  320,   35,   50,   80,   59,   39,   89,   56,   44,    0,    0,10187,    1,    6
  235,20030331,  334,   32,   50,   90,   66,   16,   99,   50,   39,    0,    0,10251,   57,    3
  235,20030401,  230,   80,  120,  180,   65,   25,   91,    7,    5,   49,  114,10083,   34,    4
  235,20030402,  328,   85,  110,  180,   64,   45,   88,   83,   64,   22,   12,10077,   56,    5
  235,20030403,  346,   65,   80,  160,   58,   33,   86,   73,   56,    3,    2,10227,   62,    6
  235,20030404,  298,   49,   70,  120,   69,    7,  106,   22,   17,   10,    2,10283,   57,    7
  235,20030405,  347,   66,   80,  140,   70,   53,   94,   65,   49,    0,   -1,10291,   58,    7
  235,20030406,   28,   65,   80,  130,   56,   40,   86,   96,   72,    0,    0,10287,   64,    4
  235,20030407,   65,   48,   70,  100,   39,   11,   66,  121,   91,    0,   -1,10291,   80,    2
  235,20030408,   35,   31,   50,   80,   29,  -34,   71,   84,   63,   10,    2,10255,   68,    5
  235,20030409,   43,   44,   70,  100,   35,    9,   62,   99,   73,   16,    3,10173,   64,    5
  235,20030410,   35,   30,   50,   70,   36,   19,   66,   62,   46,   45,   28,10079,   63,    7
  235,20030411,  240,   47,   80,  110,   53,   20,   93,  123,   90,    4,    1,10099,   57,    3
  235,20030412,   86,   40,   60,   90,   75,   15,  133,  112,   82,    0,    0,10167,   20,    1
  235,20030413,   83,   45,   60,   90,  104,   56,  158,  113,   82,    0,    0,10220,   43,    1
  235,20030414,  108,   69,   80,  140,  131,   79,  190,  108,   78,    0,    0,10195,   59,    1
  235,20030415,  100,   54,   60,  100,  151,   89,  223,  127,   91,    0,    0,10221,   59,    1
  235,20030416,   76,   48,   60,   80,  149,  107,  212,  120,   86,    0,    0,10265,   57,    1
  235,20030417,   63,   65,   80,  120,  135,  104,  200,  128,   91,    0,    0,10315,   56,    1
  235,20030418,   58,   80,  120,  180,  105,   64,  147,  124,   88,    0,    0,10311,   41,    0
  235,20030419,   63,  101,  120,  170,   79,   53,  108,   50,   35,    0,    0,10217,   57,    5
  235,20030420,   84,   56,   80,  100,  113,   74,  155,  113,   79,    0,   -1,10122,   57,    4
  235,20030421,   70,   42,   70,  100,  136,   85,  199,  120,   84,    0,    0,10128,   34,    2
  235,20030422,  287,   33,   60,   80,  100,   44,  134,   91,   63,    0,   -1,10171,    7,    3
  235,20030423,    5,   40,   60,   80,   97,   53,  139,  105,   73,    0,    0,10186,    1,    2
  235,20030424,   66,   46,   60,   80,  133,   96,  162,  106,   73,    0,   -1,10170,   56,    3
  235,20030425,  131,   25,   50,  100,  163,   94,  213,   46,   32,   13,   22,10117,   11,    5
  235,20030426,  228,   37,   70,  110,  106,   87,  127,    1,    1,   33,   32,10050,    1,    7
  235,20030427,  227,   95,  130,  190,  106,   92,  131,   54,   37,    2,    2,10052,   50,    5
  235,20030428,  196,   78,  100,  160,  138,   95,  187,    2,    1,   54,   23,10003,   41,    8
  235,20030429,  225,   89,  130,  180,  116,   92,  140,  131,   88,    0,   -1,10068,   58,    3
  235,20030430,  211,   46,  100,  140,  113,   92,  151,   15,   10,   25,   26,10068,   40,    5
  235,20030501,  224,   99,  130,  190,  107,   89,  132,   73,   49,   18,   32,10118,   56,    6
  235,20030502,  183,   48,   80,  140,  117,   90,  180,    2,    1,   25,   34,10077,   58,    6
  235,20030503,  244,  101,  130,  190,  108,   94,  131,   68,   45,   26,   11,10143,   33,    6
  235,20030504,  172,   57,   90,  130,  162,   93,  218,  122,   81,    0,    0,10145,   59,    2
  235,20030505,  217,   55,   80,  140,  129,   98,  182,    7,    5,   37,   22,10121,   50,    7
  235,20030506,  269,   40,   70,  110,  104,   64,  135,   74,   48,    0,   -1,10214,   56,    4
  235,20030507,  225,   35,   70,  100,  115,   59,  155,  125,   82,    0,    0,10242,   50,    1
  235,20030508,  268,   37,   70,  100,  116,   70,  145,   96,   62,    0,    0,10187,   15,    4
  235,20030509,  266,   23,   50,   80,  117,   93,  149,   89,   58,    0,    0,10181,   58,    5
  235,20030510,  244,   35,   60,   80,  116,   80,  143,  134,   86,    0,   -1,10199,   56,    4
  235,20030511,  216,   43,   80,  130,  122,   98,  161,   99,   64,    8,    9,10187,   57,    6
  235,20030512,  221,   76,  100,  140,  114,   87,  140,   88,   56,   29,   34,10135,   34,    6
  235,20030513,  261,   68,   90,  130,   98,   68,  121,  116,   74,   23,   60,10127,   56,    4
  235,20030514,  284,   69,  100,  170,  101,   82,  127,   97,   62,   12,   26,10171,   57,    5
  235,20030515,  307,   33,   40,   90,  102,   70,  128,  135,   86,    4,    4,10230,   69,    3
  235,20030516,  135,   33,   50,  100,  123,   62,  155,   59,   37,    0,   -1,10164,   56,    4
  235,20030517,  191,   52,   90,  150,  137,  115,  168,   24,   15,   41,   78,10080,   47,    8
  235,20030518,  220,   90,  110,  160,  130,  111,  156,   75,   47,    0,    0,10087,   57,    6
  235,20030519,  228,   69,   90,  160,  121,  100,  142,   32,   20,   23,   52,10078,   57,    5
  235,20030520,  243,   99,  130,  180,  108,   84,  126,   37,   23,   29,   95,10102,   50,    7
  235,20030521,  258,   61,   80,  120,  122,  108,  141,   61,   38,    4,    6,10192,   56,    7
  235,20030522,  219,   67,   90,  140,  127,  108,  156,    3,    2,   40,   29,10176,   15,    8
  235,20030523,  222,   89,  110,  160,  127,  116,  150,   29,   18,   39,   41,10101,   29,    8
  235,20030524,  212,   27,   70,  110,  120,  112,  137,   12,    7,    7,    3,10076,   47,    8
  235,20030525,  257,   34,   60,   90,  118,   83,  151,   62,   38,   46,   30,10138,   10,    5
  235,20030526,  254,   26,   50,   70,  123,   70,  167,  150,   92,    0,    0,10234,    1,    1
  235,20030527,   56,   26,   40,   70,  145,   63,  184,   97,   59,    0,    0,10268,    0,    2
  235,20030528,   57,   43,   60,   90,  164,  125,  205,  137,   84,    0,    0,10248,   58,    1
  235,20030529,   47,   42,   60,  100,  179,  141,  219,  137,   83,    0,    0,10198,   46,    1
  235,20030530,   38,   48,   70,  100,  180,  154,  218,  144,   87,    0,    0,10160,   50,    1
  235,20030531,   45,   51,   70,  100,  173,  151,  197,  140,   85,    0,    0,10146,   57,    1
  235,20030601,  102,   38,   50,  100,  212,  148,  276,  134,   81,    0,    0,10117,   56,    1
  235,20030602,  216,   43,   60,  100,  187,  127,  271,   63,   38,    0,   -1,10091,   19,    4
  235,20030603,  132,   28,   40,   80,  192,  117,  233,   44,   26,    0,   -1,10130,   11,    4
  235,20030604,  193,   36,   80,  140,  198,  137,  266,   47,   28,   11,   36,10112,    1,    4
  235,20030605,  234,   49,   70,  100,  145,  109,  165,  101,   61,    0,    0,10189,    5,    3
  235,20030606,  221,   55,   90,  130,  166,   94,  225,   87,   52,    0,    0,10196,   57,    4
  235,20030607,  223,   38,   80,  120,  179,  144,  237,   82,   49,    9,    4,10169,   42,    4
  235,20030608,  229,   50,  110,  170,  166,  132,  224,   37,   22,   11,   69,10113,   17,    5
  235,20030609,  244,   65,  110,  150,  148,  127,  174,  144,   86,    0,    0,10182,   67,    1
  235,20030610,  193,   56,   80,  140,  180,  144,  232,   29,   17,    0,   -1,10131,   58,    4
  235,20030611,  234,   70,  100,  140,  159,  119,  188,  144,   86,    0,    0,10186,   58,    3
  235,20030612,  246,   38,   70,  100,  158,  113,  205,  117,   69,    0,    0,10199,   44,    2
  235,20030613,  332,   27,   40,   70,  162,   93,  219,  130,   77,    0,    0,10235,   11,    1
  235,20030614,   46,   40,   60,   90,  167,  115,  198,   49,   29,    0,    0,10232,   63,    6
  235,20030615,  359,   22,   40,   60,  159,  102,  201,  134,   79,    0,    0,10215,   57,    1
  235,20030616,   50,   34,   50,   80,  164,  111,  197,  126,   75,    0,    0,10178,   57,    1
  235,20030617,   89,   41,   60,   80,  187,  142,  235,   59,   35,    2,    7,10134,   17,    4
  235,20030618,  234,   50,   90,  130,  166,  146,  201,   47,   28,    9,    3,10167,    8,    5
  235,20030619,  251,   83,  110,  160,  164,  140,  190,   27,   16,    8,   68,10175,   23,    6
  235,20030620,  285,   78,  100,  150,  150,  134,  180,  137,   81,    0,    0,10192,   64,    3
  235,20030621,  287,   43,   60,  130,  148,  119,  172,  123,   73,    0,    0,10193,   68,    4
  235,20030622,  131,   40,   60,  100,  178,  129,  225,   28,   17,    0,   -1,10117,   58,    6
  235,20030623,  272,   46,  100,  160,  177,  149,  232,   58,   34,    4,    7,10072,   42,    6
  235,20030624,  289,   53,   70,  110,  154,  126,  181,  151,   89,    0,    0,10191,   69,    2
